Book_name,Book_link,Book_stock_availability,Book_price,Book_UPC,Book_Tax,Book_number_of_reviews,Category,Category_link,Book_description
Adultery,http://books.toscrape.com/catalogue/adultery_586/index.html,In stock,£20.88,bb967277222e689c,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"I want to change. I need to change. I'm gradually losing touch with myself. Adultery, the provocati"
A Mother's Reckoning: Living in the Aftermath of Tragedy,http://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,In stock,£19.53,2b69dec0193511d9,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"On April 20, 1999, Eric Harris and Dylan Klebold walked into Columbine High School in Littleton, Co"
A Gentleman's Position (Society of Gentlemen #3),http://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,In stock,£14.75,40c4bf520c17de54,£0.00,0,Romance,http://books.toscrape.com/category/books/romance_8/index.html,"Power, privilege, and the rigid rules of class leave two hearts yearning for connection in the sizz"
11/22/63,http://books.toscrape.com/catalogue/112263_583/index.html,In stock,£48.48,a9d7b75461084a26,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"Life can turn on a dime—or stumble into the extraordinary, as it does for Jake Epping, a high schoo"
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",http://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,In stock,£24.57,34669b2e9d407d3a,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"After having a nationally televised panic attack on Good Morning America, Dan Harris knew he had to"
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,In stock,£49.71,96aa539bfd4c07e2,£0.00,0,Health,http://books.toscrape.com/category/books/health_47/index.html,"The 10-Day Green Smoothie Cleanse will jump-start your weight loss, increase your energy level, cle"
Without Shame,http://books.toscrape.com/catalogue/without-shame_580/index.html,In stock,£48.27,ab60e6f5a63e1cfb,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,"East Pakistan, 1968: In Sariyah’s village, shame is a virtue she never mastered. As a child, she le"
Watchmen,http://books.toscrape.com/catalogue/watchmen_579/index.html,In stock,£58.05,d1848064c54e01c7,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes pla
Unlimited Intuition Now,http://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,In stock,£58.87,4fd0a2a350f016e6,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,Read Unlimited Intuition Now to develop your own psychic abilities so that you can receive guidance
Underlying Notes,http://books.toscrape.com/catalogue/underlying-notes_577/index.html,In stock,£11.82,0967effecd292a86,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Carla Matteo copes with life by ""tipping the bottle""--glass goddesses funneling perfume! During a m"
The Shack,http://books.toscrape.com/catalogue/the-shack_576/index.html,In stock,£28.03,903a9f8090104c2c,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"Mackenzie Allen Philips' youngest daughter, Missy, has been abducted during a family vacation, and "
The New Brand You: Your New Image Makes the Sale for You,http://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,In stock,£44.05,4b50fb1359ebf35d,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"You want people to recognize you, like you, and trust you, so they buy from you. You may have alrea"
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",http://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,In stock,£12.34,65cfc9f242c2984a,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,"Among the most influential cookbooks of our time, the Moosewood Cookbook is such a powerful symbol "
The Flowers Lied,http://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,In stock,£16.68,33396269bcce166f,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,Remember back when you first wanted to become a rock critic? Or when you first started to read musi
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,In stock,£55.91,ca74f2e3c35a3e77,£0.00,0,Science,http://books.toscrape.com/category/books/science_22/index.html,"From Brian Greene, one of the world’s leading physicists and author the Pulitzer Prize finalist The"
The Book of Mormon,http://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,In stock,£24.57,3f25a2fedae191cc,£0.00,0,Religion,http://books.toscrape.com/category/books/religion_12/index.html,The Book of Mormon is a volume of scripture comparable to the Bible. It is a record of God's dealin
The Art and Science of Low Carbohydrate Living,http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,In stock,£52.98,f9c87ccb2bc4853b,£0.00,0,Health,http://books.toscrape.com/category/books/health_47/index.html,The Art And Science Of Low Carbohydrate Living: An Expert Guide To Making The Life-Saving Benefits 
The Alien Club,http://books.toscrape.com/catalogue/the-alien-club_569/index.html,In stock,£54.40,e77594ece9b9d1fe,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"When everything is your first, you’re an alien.The feelings, sensations, decisions and ramification"
Suzie Snowflake: One beautiful flake (a self-esteem story),http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,In stock,£54.81,0e095ed785af7e43,£0.00,0,Novels,http://books.toscrape.com/category/books/novels_46/index.html,Follow Suzie on a magical journey of discovering her true self worth within.A beautifully illustrat
Nap-a-Roo,http://books.toscrape.com/catalogue/nap-a-roo_567/index.html,In stock,£25.08,913e7109cec0cb4c,£0.00,0,Childrens,http://books.toscrape.com/category/books/childrens_11/index.html,"Finalist, 9th Annual National Indie Excellence Awards Fast, fun, and engaging, this book makes slee"
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",http://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,In stock,£10.41,ee6c67859d70186b,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,You’ve just completed a novel during the National Novel Writing Month challenge! Or maybe you compl
Modern Day Fables,http://books.toscrape.com/catalogue/modern-day-fables_565/index.html,In stock,£47.44,6baac632f7711e26,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"It is difficult to accurately summarize eleven very different stories, each of which stands alone. "
If I Gave You God's Phone Number....: Searching for Spirituality in America,http://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,In stock,£20.91,8fab4c4f6f82a4ce,£0.00,0,Spirituality,http://books.toscrape.com/category/books/spirituality_39/index.html,If I Gave You God’s Phone Number… - Survey reveals people's relationships with their CreatorWhat do
"Fruits Basket, Vol. 9 (Fruits Basket #9)",http://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,In stock,£33.95,97187f5cf0385da3,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,"Finally - summer has arrived! While Tohru struggles through bipolar days of hope and anxiety, what "
Dress Your Family in Corduroy and Denim,http://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,In stock,£43.68,7e9068872228c474,£0.00,0,Humor,http://books.toscrape.com/category/books/humor_30/index.html,David Sedaris returns to his deliriously twisted domain: hilarious childhood dramas infused with me
Don't Forget Steven,http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,In stock,£33.23,e845d305f64154f1,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"By the author of Ruby, Between the Cracks, a winner of the Top Ten Best Books for Teens 2015 award,"
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,http://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,In stock,£35.92,7186241e043de5dc,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"At 01:23:40 on April 26th 1986, Alexander Akimov pressed the emergency shutdown button at Chernobyl"
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,http://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,In stock,£48.63,d6d9ffea95f2f8bf,£0.00,0,Art,http://books.toscrape.com/category/books/art_25/index.html,"""This is a book about making art. Ordinary art. Ordinary art means something like: all art not made"
A Shard of Ice (The Black Symphony Saga #1),http://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,In stock,£56.63,63d5f1651880dcea,£0.00,0,Fantasy,http://books.toscrape.com/category/books/fantasy_19/index.html,"THEIR SOULS, REAWAKENED.When 13-year-old Lilix Morgan is found alive and floating on a bed of ice a"
A Hero's Curse (The Unseen Chronicles #1),http://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,In stock,£50.49,c181ca8eabe7d18c,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,"Essie Brightsday has never heard a rock basilisk scream. She has never worn magical armor, stood up"
23 Degrees South: A Tropical Tale of Changing Whether...,http://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,In stock,£35.79,61cf7eb9d2cd8bb0,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,"""Consistently entertaining courtesy of Rabin's humor-laced prose...a witty, boisterous ride!"" -Kirk"
"Zero to One: Notes on Startups, or How to Build the Future",http://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,In stock,£34.06,e77033ce559947f7,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"If you want to build a better future, you must believe in secrets.The great secret of our time is t"
Why Not Me?,http://books.toscrape.com/catalogue/why-not-me_554/index.html,In stock,£17.76,04f6c929888f4f11,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"In Why Not Me?, Kaling shares her ongoing journey to find contentment and excitement in her adult l"
When Breath Becomes Air,http://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,In stock,£39.36,b69c852e7e3956af,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,THE NEW YORK TIMES NUMBER ONE BESTSELLER'Finishing this book and then forgetting about it is simply
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,http://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,In stock,£36.94,1809259a5a5f1d8d,£0.00,0,Travel,http://books.toscrape.com/category/books/travel_2/index.html,With a new foreword by Tim Ferriss •There’s nothing like vagabonding: taking time off from your nor
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),http://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,In stock,£43.62,e0bdd79c7304ee8d,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Harold Fry is convinced that he must deliver a letter to an old friend in order to save her, meetin"
The New Drawing on the Right Side of the Brain,http://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,In stock,£43.02,3eec766dda26fa64,£0.00,0,Art,http://books.toscrape.com/category/books/art_25/index.html,"When Drawing on the Right Side of the Brain was first published in 1979, it hit the New York Times "
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",http://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,In stock,£28.45,5a0d2e9284004266,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"A sweeping narrative history of a terrifying serial killer--America's first--who stalked Austin, Te"
The Martian (The Martian #1),http://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,In stock,£41.39,9afd00e81d6208e6,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"A mission to Mars.A freak accident.One man's struggle to survive.Six days ago, astronaut Mark Watne"
The High Mountains of Portugal,http://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,In stock,£51.15,4f283dfcbeccc0d4,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"In Lisbon in 1904, a young man named Tomás discovers an old journal. It hints at the existence of a"
The Grownup,http://books.toscrape.com/catalogue/the-grownup_546/index.html,In stock,£35.88,1bba4b1ba23ed2d6,£0.00,0,Short Stories,http://books.toscrape.com/category/books/short-stories_45/index.html,A canny young woman is struggling to survive by perpetrating various levels of mostly harmless frau
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,In stock,£36.91,a2308a936e898d48,£0.00,0,Business,http://books.toscrape.com/category/books/business_35/index.html,"E-Myth  'e-,'mith n 1: the entrepreneurial myth: the myth that most people who start small business"
South of Sunshine,http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,In stock,£28.93,331c26103d885cae,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,What is Kaycee willing to risk for the sake of love? And what will she risk for acceptance?In Sunsh
Smarter Faster Better: The Secrets of Being Productive in Life and Business,http://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,In stock,£38.89,a2475a245c9907c4,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"A new book that explores the science of productivity, and why, in today’s world, managing how you t"
Silence in the Dark (Logan Point #4),http://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,In stock,£58.33,e46a164cf310fd7d,£0.00,0,Suspense,http://books.toscrape.com/category/books/suspense_44/index.html,"Two years ago, Bailey Adams broke off her engagement to Danny Maxwell and fled Logan Point for the "
Shadows of the Past (Logan Point #1),http://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,In stock,£39.67,bee6e93e9976f4fa,£0.00,0,Christian Fiction,http://books.toscrape.com/category/books/christian-fiction_34/index.html,Psychology professor and criminal profiler Taylor Martin prides herself on being able to solve any 
Roller Girl,http://books.toscrape.com/catalogue/roller-girl_540/index.html,In stock,£14.10,aeb51dfbe8aeec59,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,"For fans of Raina Telgemeier’s Smile, a heartwarming graphic novel about friendship and surviving j"
Rising Strong,http://books.toscrape.com/catalogue/rising-strong_539/index.html,In stock,£21.82,52fc458ffc756faf,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"The physics of vulnerability is simple: If we are brave enough often enough, we will fall. The auth"
Proofs of God: Classical Arguments from Tertullian to Barth,http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,In stock,£54.21,d56d0710668bb39c,£0.00,0,Philosophy,http://books.toscrape.com/category/books/philosophy_7/index.html,Leading theologian Matthew Levering presents a thoroughgoing critical survey of the proofs of God's
Please Kill Me: The Uncensored Oral History of Punk,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,In stock,£31.19,4a823d80aa30dbb0,£0.00,0,Music,http://books.toscrape.com/category/books/music_14/index.html,"A Time Out and Daily News Top Ten Book of the Year upon its initial release, Please Kill Me is the "
Out of Print: City Lights Spotlight No. 14,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,In stock,£53.64,c0fc0cd215ee1724,£0.00,0,Poetry,http://books.toscrape.com/category/books/poetry_23/index.html,"The third full-length collectionby Julien Poirier, Out of Print is a truly bicoastal volume, reflec"
My Life Next Door (My Life Next Door ),http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,In stock,£36.39,9a7291b89bd5445c,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garret"
Miller's Valley,http://books.toscrape.com/catalogue/millers-valley_534/index.html,In stock,£58.54,bff270fe9c86a5a9,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"Filled with insights that are hallmarks of Anna Quindlen’s bestsellers, this extraordinary novel is"
Man's Search for Meaning,http://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,In stock,£29.48,4729afff3bea0f0a,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of lif
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,In stock,£25.06,4d3a4c7b442a9a4e,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"Tyler and I inch toward the Green Room, in line with blow-dried TV anchors and stuffy columnists. H"
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,In stock,£12.55,044534b0b28b4e87,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,Each of us has but one life to live on this earth. What we do with it is our choice. Are we driftin
Les Fleurs du Mal,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,In stock,£29.04,c44c5e1425475206,£0.00,0,Poetry,http://books.toscrape.com/category/books/poetry_23/index.html,Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and in
Left Behind (Left Behind #1),http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,In stock,£40.72,29af1a2566c4e36e,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disap"
Kill 'Em and Leave: Searching for James Brown and the American Soul,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,In stock,£45.05,39eefec3a8498dde,£0.00,0,Music,http://books.toscrape.com/category/books/music_14/index.html,National Book Award winner James McBride goes in search of the “real” James Brown after receiving a
Kierkegaard: A Christian Missionary to Christians,http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,In stock,£47.13,0cf57cb49272fd37,£0.00,0,Philosophy,http://books.toscrape.com/category/books/philosophy_7/index.html,"Soren Kierkegaard (1813-1855) had a mission. The church had become weak, flabby and inconsequential"
John Vassos: Industrial Design for Modern Life,http://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,In stock,£20.22,bd26e8a79a856c31,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,What should a television look like? How should a dial on a radio feel to the touch? These were ques
I'll Give You the Sun,http://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,In stock,£56.48,0ab4b35dcffcffd1,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"A brilliant, luminous story of first love, family, loss, and betrayal for fans of John Green, David"
I Will Find You,http://books.toscrape.com/catalogue/i-will-find-you_524/index.html,In stock,£44.21,bbf1ea50be8008ab,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,“This is it. My rape. I knew it was coming. Every woman knows. And now here it is. My turn.” When J
Hystopia: A Novel,http://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,In stock,£21.96,0bfdef63285d3019,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"By the early 1970s, President John F. Kennedy has survived several assassination attempts and--mart"
Howl and Other Poems,http://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,In stock,£40.45,b7870fa6dc088fbb,£0.00,0,Poetry,http://books.toscrape.com/category/books/poetry_23/index.html,The prophetic poem that launched a generation when it was first published in 1965 is here presented
History of Beauty,http://books.toscrape.com/catalogue/history-of-beauty_521/index.html,In stock,£10.29,8a150fd8ff5d7686,£0.00,0,Art,http://books.toscrape.com/category/books/art_25/index.html,"Now in paperback, Umberto Eco’s groundbreaking and much-acclaimed first illustrated book has been a"
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,In stock,£52.86,d48c1369927ebef1,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,A beautifully written glimpse into heaven that will encourage those who doubtand thrill those who b
Future Shock (Future Shock #1),http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,In stock,£55.65,df6a7c43faa6732b,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"What do you do when the future is too late, and the present is counting down to an inevitable momen"
Ender's Game (The Ender Quintet #1),http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,In stock,£43.64,e049d44c4f1cf1b2,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in"
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,In stock,£28.41,0c11e2d068768dbb,£0.00,0,Science,http://books.toscrape.com/category/books/science_22/index.html,"In the exploding world of citizen science, hundreds of thousands of volunteers are monitoring clima"
Death by Leisure: A Cautionary Tale,http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,In stock,£37.51,4dbd54d9e36c9566,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,The hilariously intrepid young author of War Reporting for Cowards returns from Iraq only to dive h
Brilliant Beacons: A History of the American Lighthouse,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,In stock,£11.45,7f5157bf53065d36,£0.00,0,History,http://books.toscrape.com/category/books/history_32/index.html,"Set against the backdrop of an expanding nation,Brilliant Beaconstraces the evolution of America's "
Brazen: The Courage to Find the You That's Been Hiding,http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,In stock,£19.22,77e9ea355bd8ae57,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"There are so many moments in life when we choose to silence our intuition, abandon our own voice, a"
Between the World and Me,http://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,In stock,£56.91,04e3de7ac35ec5cd,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"“This is your country, this is your world, this is your body, and you must find some way to live wi"
Being Mortal: Medicine and What Matters in the End,http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,In stock,£55.06,15ebd83e53d0391b,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"In Being Mortal, bestselling author Atul Gawande tackles the hardest challenge of his profession: h"
"A Murder Over a Girl: Justice, Gender, Junior High",http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,In stock,£13.20,fef91502cbacf23a,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"A psychologist's gripping, troubling, and moving exploration of the brutal murder of a possibly tra"
32 Yolks,http://books.toscrape.com/catalogue/32-yolks_510/index.html,In stock,£53.63,b1a227b7609ff263,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,"For readers of Jacques Pépin’s The Apprentice and Marcus Samuelsson’s Yes, Chef, here is the coming"
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,In stock,£44.48,f16c2edb2a603f92,£0.00,0,History,http://books.toscrape.com/category/books/history_32/index.html,Thomas Jefferson is often portrayed as a hopelessly enigmatic figure—a riddle—a man so riven with c
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,In stock,£12.08,88ec621893e595d0,£0.00,0,Self Help,http://books.toscrape.com/category/books/self-help_41/index.html,"Bestselling author, speaker, and success coach Jen Sincero cuts through the din of the self-help ge"
Wildlife of New York: A Five-Borough Coloring Book,http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,In stock,£22.14,b46d022080543144,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Explore lively streets, scenic parks, and teeming waterfronts in Wildlife of New York, a coloring a"
What Happened on Beale Street (Secrets of the South Mysteries #2),http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,In stock,£25.37,9735c969c652dd89,£0.00,0,Mystery,http://books.toscrape.com/category/books/mystery_3/index.html,What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from be
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,In stock,£46.33,48cb52d78c992487,£0.00,0,Spirituality,http://books.toscrape.com/category/books/spirituality_39/index.html,Where was God when ____? How could God allow ____? Why? These are the questions that flood our hear
Under the Tuscan Sun,http://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,In stock,£37.33,a94350ee74deaa07,£0.00,0,Travel,http://books.toscrape.com/category/books/travel_2/index.html,"A CLASSIC FROM THE BESTSELLING AUTHOR OF UNDER MAGNOLIAFrances Mayes—widely published poet, gourmet"
Toddlers Are A**holes: It's Not Your Fault,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,In stock,£25.55,4242cc3d0437db12,£0.00,0,Humor,http://books.toscrape.com/category/books/humor_30/index.html,"Toddler a**holery is a normal part of human development—not unlike puberty, except this stage invol"
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,In stock,£34.72,4a0b78598b42897a,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of reli"
The Whale,http://books.toscrape.com/catalogue/the-whale_501/index.html,In stock,£35.96,0ff9d10864db8364,£0.00,0,Childrens,http://books.toscrape.com/category/books/childrens_11/index.html,"A wordless epic sea adventureThere is a legend that a Great Spotted Whale lives in the ocean, altho"
The Story of Art,http://books.toscrape.com/catalogue/the-story-of-art_500/index.html,In stock,£41.14,9147c5251cc99eb1,£0.00,0,Art,http://books.toscrape.com/category/books/art_25/index.html,"This text is the 16th revised and updated edition of this introduction to art, from the earliest ca"
The Origin of Species,http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,In stock,£10.01,0345872b14f9e774,£0.00,0,Science,http://books.toscrape.com/category/books/science_22/index.html,The publication of Darwin’s The Origin of Species in 1859 marked a dramatic turning point in scient
